Target_Treatment,MOATS,Jar,Date,Time,pH_logger,Temp_logger,DO_logger,calculated_DIC,calculated_Spec_pH_at_12C,calculated_Aragonite_Saturation,DO_presens
pH_7.55_DO_9.32,8,NA,2016-11-22,06:28:54,7.57930498,10.26139607,9.28139307,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,06:38:54,7.55141228,10.17445012,9.2856386,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,06:48:54,7.5614655,10.23085513,9.28883748,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,06:58:54,7.57195059,10.19736968,9.2867006,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,07:08:54,7.54606952,10.28345638,9.28651487,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,07:18:54,7.57691812,10.20015734,9.27286118,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,07:28:54,7.55560888,10.24211451,9.28971902,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,07:38:54,7.57265517,10.21928643,9.27250221,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,07:48:54,7.55935897,10.22308239,9.28723211,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,07:58:54,7.56343354,10.20782773,9.27625923,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,08:08:54,7.56379179,10.24360188,9.29256402,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,08:18:54,7.55363057,10.28712954,9.27879869,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,08:28:54,7.57717735,10.20162657,9.28015176,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,08:38:54,7.55299879,10.29904906,9.29207773,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,08:48:54,7.57383105,10.27593209,9.27646039,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,08:58:54,7.55176578,10.20193226,9.27853689,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,09:08:54,7.56038087,10.3009087,9.29192508,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,09:18:54,7.58154441,10.32278355,9.2781216,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,09:28:54,7.55402815,10.25649571,9.27417895,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,09:38:54,7.56820562,10.19373875,9.27564084,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,09:48:54,7.55215913,10.25290061,9.29230828,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,09:58:54,7.56099029,10.25503351,9.27817661,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,10:08:54,7.5751728,10.21769477,9.27704314,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,10:18:54,7.54365587,10.22217676,9.28612643,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,10:28:54,7.56418543,10.29835637,9.27686693,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,10:38:54,7.57477001,10.25852028,9.27219581,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,10:48:54,7.55006072,10.19956349,9.27389635,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,10:58:54,7.56977583,10.26113448,9.28507407,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,11:08:54,7.56541963,10.25116679,9.27685858,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,11:18:54,7.55301308,10.20003284,9.27596481,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,11:28:54,7.56674364,10.31828746,9.29162775,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,11:38:54,7.55409299,10.34802639,9.27287981,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,11:48:54,7.57284295,10.30799181,9.2694762,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,11:58:54,7.55196945,10.24966739,9.26996494,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,12:08:54,7.56517416,10.20744131,9.27061346,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,12:18:54,7.55399754,10.32821926,9.27966814,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,12:28:54,7.5657619,10.32590949,9.26427957,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,12:38:54,7.57304586,10.28522026,9.26648758,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,12:48:54,7.55126585,10.25411819,9.26781995,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,12:58:54,7.5721713,10.21843582,9.2715604,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,13:08:54,7.55388293,10.2439169,9.28292701,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,13:18:54,7.56619205,10.29892569,9.27563249,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,13:28:54,7.56684134,10.28309017,9.26905755,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,13:38:54,7.54600295,10.28819643,9.26435717,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,13:48:54,7.57277785,10.29662054,9.26388938,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,13:58:54,7.54935835,10.29934401,9.25967957,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,14:08:54,7.55639748,10.30464384,9.26145695,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,14:18:54,7.57457146,10.31932194,9.26248639,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,14:28:54,7.54379599,10.32755372,9.26003265,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,14:38:54,7.57055618,10.32977635,9.25818233,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,14:48:54,7.57248127,10.32551661,9.26371074,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,14:58:54,7.54561647,10.34945213,9.25978092,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,15:08:54,7.57353972,10.33902806,9.26385825,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,15:18:54,7.56269653,10.37700822,9.26620266,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,15:28:54,7.55642314,10.50465076,9.26325622,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,15:38:54,7.57598482,10.53826082,9.26346037,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,15:48:54,7.5411045,10.5629603,9.25431285,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,15:58:54,7.52987554,10.6099844,9.20152948,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,16:08:54,7.55133402,10.65270003,9.13836176,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,16:18:54,7.54387493,10.72380737,9.08735502,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,16:28:54,7.52013123,10.80286054,9.04514893,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,16:38:54,7.54525765,11.16229283,9.02050239,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,16:48:54,7.57168659,10.8858479,9.05517646,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,16:58:54,7.54795293,10.53468764,9.1176154,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,17:08:54,7.56663584,10.31401474,9.17109088,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,17:18:54,7.55764358,10.1878043,9.21444769,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,17:28:54,7.54573582,10.313277,9.25078972,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,17:38:54,7.57879311,10.37781575,9.24241462,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,17:48:54,7.55161442,10.37499997,9.23905797,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,17:58:54,7.56914373,10.3651279,9.2422109,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,18:08:54,7.5576242,10.32659774,9.24659554,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,18:18:54,7.56310398,10.2834849,9.250849,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,18:28:54,7.56751255,10.21425337,9.25407439,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,18:38:54,7.5417181,10.27932367,9.27135758,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,18:48:54,7.57197069,10.34206263,9.25596122,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,18:58:54,7.54781451,10.29272619,9.25113057,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,19:08:54,7.56613316,10.2362863,9.25107648,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,19:18:54,7.56235565,10.18593936,9.25742569,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,19:28:54,7.55343323,10.32314158,9.26897194,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,19:38:54,7.57618043,10.33437547,9.24754175,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,19:48:54,7.5508737,10.27761729,9.24357004,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,19:58:54,7.56363162,10.19702201,9.24608325,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,20:08:54,7.55586582,10.30673416,9.25789271,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,20:18:54,7.56313301,10.32454454,9.24131107,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,20:28:54,7.56231756,10.26236221,9.24132439,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,20:38:54,7.55901582,10.20084532,9.24251815,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,20:48:54,7.54932096,10.29817176,9.26117053,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,20:58:54,7.57082992,10.3475808,9.24224633,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,21:08:54,7.56602405,10.298538,9.23907184,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,21:18:54,7.55678122,10.23565646,9.23985504,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,21:28:54,7.56206229,10.23148467,9.2596326,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,21:38:54,7.55503266,10.33188629,9.24643247,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,21:48:54,7.57365942,10.26954036,9.24166334,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,21:58:54,7.54974572,10.1952004,9.24208311,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,22:08:54,7.56490684,10.24455799,9.26389339,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,22:18:54,7.55478212,10.32832138,9.25042228,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,22:28:54,7.56175695,10.27403383,9.24491987,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,22:38:54,7.57325738,10.19153211,9.24793457,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,22:49:00,7.54424063,10.26279599,9.26675847,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,22:59:00,7.57510437,10.28622543,9.24603969,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,23:09:00,7.55462879,10.2190267,9.24297427,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,23:19:00,7.56233353,10.25174613,9.2617367,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,23:29:00,7.55758511,10.29531898,9.24484616,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,23:39:00,7.56766057,10.21598953,9.23649946,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,23:49:00,7.55248926,10.25093911,9.25153373,NA,NA,NA,NA
pH_7.55_DO_9.32,8,NA,2016-11-22,23:59:00,7.5696862,10.26648549,9.2353938,NA,NA,NA,NA
pH_7.55_DO_9.32,10,A7,2016-11-22,NA,NA,NA,NA,1994.50379704919,7.56442873303699,0.575756778577145,NA
pH_7.55_DO_9.32,10,C7,2016-11-22,NA,NA,NA,NA,1998.5856519068,7.54830591441927,0.555721109581847,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,00:00:18,7.55641289,10.2034806,9.35742251,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,00:10:18,7.55974801,10.23805675,9.42288069,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,00:20:18,7.55291254,10.13849702,9.43802477,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,00:30:18,7.56022163,10.22598063,9.41946401,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,00:40:18,7.57948572,10.28830587,9.36387534,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,00:50:18,7.55087773,10.18454384,9.35063674,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,01:00:18,7.55348592,10.21861457,9.34816645,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,01:10:18,7.57853007,10.21478876,9.34831852,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,01:20:18,7.55191067,10.24063385,9.32602287,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,01:30:18,7.57060424,10.21212681,9.34315541,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,01:40:18,7.55299935,10.23229929,9.32365438,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,01:50:18,7.56488893,10.19657109,9.33807158,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,02:00:18,7.56651394,10.17967375,9.33016621,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,02:10:18,7.54771775,10.22263859,9.33109454,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,02:20:18,7.57857117,10.20573073,9.33950817,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,02:30:18,7.55841635,10.20528806,9.30487828,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,02:40:18,7.55278329,10.20348522,9.32290928,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,02:50:18,7.5795086,10.17891056,9.32214422,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,03:00:18,7.55012613,10.18400095,9.31486919,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,03:10:18,7.55508979,10.24017942,9.32540287,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,03:20:18,7.57988048,10.17723011,9.32321285,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,03:30:18,7.55107894,10.2236134,9.31994344,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,03:40:18,7.57060713,10.17762016,9.3302137,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,03:50:18,7.5547674,10.17873588,9.30006585,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,04:00:18,7.55101112,10.24096496,9.30360066,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,04:10:18,7.58175743,10.18084471,9.30139464,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,04:20:18,7.55218019,10.19616563,9.30452747,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,04:30:18,7.57356423,10.20681974,9.31623364,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,04:40:18,7.56597091,10.19245392,9.31478596,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,04:50:18,7.55261253,10.19723278,9.30153512,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,05:00:18,7.56781763,10.24079569,9.31561617,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,05:10:18,7.54471876,10.17902192,9.30352331,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,05:20:18,7.5709495,10.21810897,9.31085507,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,05:30:18,7.57169301,10.20693008,9.32029633,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,05:40:18,7.55343905,10.19100196,9.30385803,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,05:50:18,7.57159723,10.23210161,9.31580217,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,06:00:18,7.54716343,10.18131389,9.30777379,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,06:10:18,7.57142133,10.17925096,9.30246927,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,06:20:18,7.56297934,10.21296095,9.31118778,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,06:30:18,7.54676903,10.21241791,9.31074947,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,06:40:18,7.58372029,10.23471338,9.29701553,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,06:50:18,7.55899548,10.18958505,9.31154422,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,07:00:18,7.56860525,10.19113157,9.3034058,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,07:10:18,7.56965483,10.21221641,9.31450061,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,07:20:18,7.55276568,10.17187699,9.30649313,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,07:30:18,7.57808932,10.22021917,9.30202365,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,07:40:18,7.55043235,10.20734176,9.30393092,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,07:50:18,7.56654152,10.18398515,9.2957725,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,08:00:18,7.57267484,10.22858952,9.30415064,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,08:10:18,7.55153619,10.21690591,9.30789524,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,08:20:18,7.58148599,10.22869508,9.29649523,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,08:30:18,7.56225516,10.21647663,9.31279316,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,08:40:18,7.56045483,10.20963701,9.29778184,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,08:50:18,7.56953497,10.24553801,9.31043901,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,09:00:18,7.55218442,10.23557142,9.29023512,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,09:10:18,7.57459784,10.22685472,9.30707078,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,09:20:18,7.55320522,10.32072465,9.2937697,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,09:30:18,7.56775316,10.25831594,9.28753768,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,09:40:18,7.56863557,10.20089642,9.30042466,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,09:50:18,7.55446629,10.30089503,9.29920604,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,10:00:18,7.58288799,10.25801395,9.28990685,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,10:10:18,7.56146946,10.19963155,9.29327312,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,10:20:18,7.55083056,10.28651663,9.30313716,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,10:30:18,7.58420521,10.25941861,9.29064548,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,10:40:18,7.56432948,10.20618543,9.29676569,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,10:50:18,7.54859441,10.31028669,9.29500609,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,11:00:18,7.58506049,10.27775482,9.28218176,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,11:10:18,7.56402606,10.21470631,9.28466498,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,11:20:18,7.5495555,10.27359927,9.29943767,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,11:30:18,7.57783928,10.29781994,9.28195001,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,11:40:18,7.55813876,10.24301558,9.27923103,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,11:50:18,7.56156387,10.21137652,9.29095886,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,12:00:18,7.56490585,10.32528816,9.29179819,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,12:10:18,7.55014561,10.31177633,9.27522277,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,12:20:18,7.58270917,10.27095644,9.2786643,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,12:30:18,7.56152829,10.22414802,9.2843542,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,12:40:18,7.55613845,10.22578636,9.29993643,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,12:50:18,7.5783027,10.32373388,9.28527337,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,13:00:18,7.5549242,10.31776071,9.2737274,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,13:10:18,7.5672049,10.2870134,9.27679597,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,13:20:18,7.57947054,10.23944458,9.27997652,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,13:30:18,7.54930325,10.20380464,9.28461241,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,13:40:18,7.56949815,10.34162756,9.2886152,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,13:50:18,7.57252574,10.3974068,9.2593329,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,14:00:18,7.54741952,10.40248795,9.24969474,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,14:10:18,7.5799022,10.46167821,9.24705386,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,14:20:18,7.57121503,10.47209986,9.24773815,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,14:30:18,7.54829598,10.4505928,9.24670226,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,14:40:18,7.55849543,10.49260633,9.24137381,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,14:50:18,7.53129744,10.53572172,9.22209254,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,15:00:18,7.52142523,10.58152818,9.21290477,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,15:10:18,7.54531199,10.68723808,9.2160255,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,15:20:18,7.56517539,10.63266675,9.22728327,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,15:30:18,7.56360139,10.23324645,9.23978335,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,15:40:18,7.54059233,10.19941743,9.25265694,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,15:50:18,7.5719567,10.25559079,9.23927725,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,16:00:18,7.57821872,10.34231893,9.21102221,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,16:10:18,7.54830817,10.34140793,9.1845861,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,16:20:18,7.55215483,10.34588471,9.17003702,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,16:30:18,7.58669991,10.36565914,9.1608575,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,16:40:18,7.56723293,10.38545095,9.15315282,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,16:50:18,7.54369322,10.44282237,9.14702713,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,17:00:18,7.57574354,10.42666267,9.15205758,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,17:10:18,7.58254447,10.41191967,9.15353106,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,17:20:18,7.55436528,10.38341439,9.15524547,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,17:30:18,7.54409191,10.34311903,9.15806393,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,17:40:18,7.58530717,10.30297875,9.16087821,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,17:50:18,7.57473171,10.29113261,9.1630087,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,18:00:18,7.54393929,10.25185382,9.16332496,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,18:10:18,7.55917293,10.21615442,9.16803603,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,18:20:18,7.58625023,10.33778678,9.18378297,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,18:30:18,7.55636897,10.34236717,9.16792698,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,18:40:18,7.54050334,10.24613667,9.1686683,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,18:50:18,7.5823478,10.29102306,9.18442994,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,19:00:18,7.57117759,10.32419807,9.17138755,NA,NA,NA,NA
pH_7.55_DO_9.32,10,NA,2016-11-22,19:10:18,7.54193681,10.23445393,9.16788135,NA,NA,NA,NA
